review,label,score,tokenized
애국심에 평점 5를 줍니다. 대한민국 영화를 좋아하고 잘 되길 항상 응원하는 사람 중 한 명입니다. 상업영화도 주저하지 않고 많이 봐왔지만;; 이 정도로 심각한 건 처음 느끼네요.. 평점 9점대라니.. 좋아하는 배우...,93 %,부정,"['애국심에', '평점', '5를', '줍니다.', '대한민국', '영화', '좋아하', '잘', '되길', '항상', '응원하는', '사람', '중', '한', '명입니다.', '상업영화도', '주저하지', '않고', '많이', '봐왔지만;;', '이', '정도', '심각한', '건', '처음', '느끼네요..', '평점', '9점대', '좋아하', '배우']"
일본B급영화느낌.평점 왜 좋은지 모르겠으나 후반 갈수록 지루.정의감넘치는 주인공들과 비현실적 전개.B급 특유의 억지 눈물짜내기.억지 공감. 유치함 가득한 B급 영화.돈내고 볼 정도 아니었다싶음제일 좋았던건 이솜의 연...,94 %,부정,"['일본B급영화느낌.평점', '왜', '좋은', '모르겠', '후반', '갈수', '지루', '주인공', '비현실적', '전개', '특유의', '억지', '눈물짜내기.억지', '공감', '유치', '가득한', 'B급', '영화', '볼', '정도', '아니', '좋았', '이솜', '연...']"
어우 진짜 노잼 걍 재미가 없어요 재미가,99 %,부정,"['어우', '진짜', '노잼', '걍', '재미', '없어', '재미']"
ㅋㅋ 한물간 그냥 삼성 까기 ? B급 키치 스러운 저급한 수준 ?,76 %,부정,"['ㅋㅋ', '한물간', '그냥', '삼성', '까기', '?', 'B급', '키치', '스러운', '저급한', '수준', '?']"
진짜 재미없어요 보지마세요,99 %,부정,"['진짜', '재미', '보지마세요']"
전형적인 반미 친노동자 영화 ㅋㅋㅋㅋ미국과 높은놈들은 다 나쁘고 못배운애들일수록 정의롭다 ㅋㅋㅋㅋ대단해 그와중에 대사하나라나 오그라들고 ㅋㅋ내용도어이 없음....,91 %,부정,"['전형적인', '반미', '친노동자', '영화', 'ㅋㅋ', '높은', '다', '나쁘고', '못배운애들일수록', '정의롭다', 'ㅋㅋ', '그와중에', '대사', '오그라', 'ㅋㅋ', '없음....']"
다들 코로나 시국이라고 눈낮아져서 인심이 후해진건가?아니면 평점 알바인건가?이게 재밌냐????지루하고 뻔하고 수학천재로 나오는 보람이?걘 연기 너무 못해서 상폐급임. 오랫만에 데이트한다고 예매한건데 시간아까워서 영화...,94 %,부정,"['다들', '코로나', '시국이라고', '눈낮아져서', '인심이', '후해진건가?아니면', '평점', '알바', '재밌', '뻔하', '수학천재로', '나오는', '보람이?걘', '연기', '너무', '못해서', '상폐급임.', '오랫만에', '데이트한다고', '예매한건데', '시간', '영화']"
9점대영화아님. 6점대 정도.,76 %,부정,"['9점대', '6점대', '정도']"
이 영화 평점이 왤케 높죠?? 뻔한 스토리에 억지로 끼워넣은 해피엔딩에 감동....다른분들은 정말 재미있으셨나요?,97 %,부정,"['이', '영화', '평점', '왤케', '높죠??', '뻔한', '스토리', '억지', '끼워넣은', '해피엔딩에', '감동', '정말', '재미']"
와 진짜 이때까지 본 영화중에 역대급 노잼.. 제작비가 궁금하네,99 %,부정,"['와', '진짜', '이때까지', '본', '영화', '역대급', '노잼', '제작비가', '궁금하네']"
히든핑거스+다크워터스 아류말도안되는 원더우먼들때문에 떨어지는 몰입감,73 %,긍정,"['히든핑거스+다크워터스', '아류말도안되는', '원더우먼들때문에', '떨어지는', '몰입']"
쓰레기는 휴지통으로 삼류영화는 IPTV공짜로,99 %,부정,"['쓰레기', '휴지통으로', '삼류영화는', 'IPTV공짜로']"
우왕 생각보다 재밌어서 놀랐어요 추천해요,96 %,긍정,"['우왕', '생각', '재밌', '놀랐어요', '추천']"
이번연도 한국영화 중 가장 재밌음감독이 애정갖고 만든게 느껴지고 주인공 케릭터들도 영화가 끝날때쯤 헤어지기 아쉬울정도로 정감가고 개성있게 잘 그려냈음,99 %,긍정,"['이번연도', '한국영화', '중', '가장', '재밌', '애정갖고', '만든게', '느껴지고', '주인공', '케릭터들도', '영화', '끝날때쯤', '헤어지기', '아쉬울정도로', '정감가고', '개성있게', '잘', '그려냈음']"
우리는 위대하다는 걸 보여준 영화,96 %,긍정,"['우리', '위대하다는', '걸', '보여', '영화']"
올해 개봉한 영화 중에 가장 재미있었던 영화!! 억지신파도 아니고 실화를 바탕으로 해서 리얼리티 있고 결말이 사람의 따라서 오글거리수 있지만 대부분 호일것 같다. 제목과 포스터만 보고 편견 같지말고 꼭보길!! 꿀잼 ...,98 %,긍정,"['올해', '개봉', '영화', '중에', '가장', '재미', '영화', '억지', '아니', '실화를', '바탕으로', '해서', '리얼리티', '있고', '결말', '사람', '따라서', '오글거', '있지만', '대부분', '호일것', '같다.', '제목', '포스터만', '보고', '편견', '같지말고', '꼭보길!!', '꿀잼', '..']"
뭐여. 토익공부 비법 알려주는 영화인줄 알았더니... 존잼이야... 왜케 연기도 잘하는거여...!!!,90 %,긍정,"['뭐여.', '토익공부', '비법', '알려주는', '영화', '알았더니...', '존잼이야...', '왜케', '연기', '잘하']"
존잼이잖아요... 이게뭐야... 배우들 다 미쳤어요 ㅠ 너무 재밌어서 시간 가는 줄 모르고 봤어요,90 %,긍정,"['존잼이잖아요...', '이게', '배우', '다', '미쳤어요', 'ㅠ', '너무', '재밌', '시간', '가는', '줄', '모르', '봤어요']"
마무리에 영어로 공격하는 장면에서 눈을 감음,74 %,긍정,"['마무리에', '영어로', '공격하는', '장면', '눈을', '감음']"
재미 없음 .평점알바진짜?,99 %,부정,"['재미', '없음', '.평점알바진짜?']"
넘넘 재밌어요~ 연기도 잘하고 엄마는 두번째 보는거라네요 ㅎㅎ,98 %,긍정,"['넘넘', '재밌', '연기', '잘하', '엄마', '두번째', '보는', 'ㅎㅎ']"
배우들이 다햇던 영화 ㅠㅜ 너무 재밌게 봤어요,95 %,긍정,"['배우', '다햇던', '영화', 'ㅠㅜ', '너무', '재밌', '봤어요']"
재밌었어요~~~고아성 이쁘다,88 %,긍정,"['재밌', '이쁘다']"
나에서 우리를 생각하게 하는 영화.,86 %,긍정,"['나에서', '우리', '생각', '하는', '영화']"
감동과 재미를 모두 잡았다,98 %,긍정,"['감동', '재미', '모두', '잡았다']"
남자와 동일 노동부터 하고 영화로 자위하세요 남자와 동일하게 군대 가라니 신체적 약자 들이밀면서 회사에서는 동일 노동 동일 임금을 외칩니까? 하는 짓거리 보면 안쓰럽고 어이가 없습니다.,57 %,부정,"['남자', '동일', '노동부터', '하고', '영화', '자위하세요', '남자', '동일하게', '군대', '가라니', '신체적', '약자', '들이밀면서', '회사', '동일', '노동', '동일', '임금을', '외칩니까?', '하는', '짓거리', '보면', '안쓰럽고', '어이가', '없습니다.']"
이 영화 제작비는 찬양댓글 알바족에 80% 쏟아부었다에 1표. 평점이 말이 됨? 고아성 이솜 박혜수 연기 촌스럼평범 그자체. 영화수준 촌스럼 그자체. 댓글알바 그만써야 영화산업 발전한다.,98 %,부정,"['이', '영화', '제작비는', '찬양댓글', '알바', '80%', '쏟아부었다에', '1표.', '평점', '말이', '됨?', '고아성', '이솜', '박혜수', '연기', '촌스럼평범', '그자체.', '영화', '촌스럼', '그자체.', '댓글알바', '그만써야', '영화', '발전한다.']"
계집들 영화보러 존내 쏘아다니나보네 ㅋㅋㅋㅋ 극혐이다 역시,96 %,부정,"['계집들', '영화', '존내', '쏘아다니나보네', 'ㅋㅋ', '극혐이다', '역시']"
OO노잼 보지마셈 친구가보자해서봣는데 페미영화임,99 %,부정,"['OO노잼', '보지마셈', '친구가보자해서봣는데', '페미']"
근래 본 영화중에 이게 재밌다고?올 해 최악의 영화중에 손꼽히는데,99 %,부정,"['근래', '본', '영화', '이게', '재밌', '해', '최악의', '영화', '손꼽히는데']"
"에휴....,....",96 %,부정,"['에휴....,....']"
억지신파 뻔한 스토리 여자우월주의,98 %,부정,"['억지', '뻔한', '스토리', '여자']"
제목이 영어토익반이 아니라 쿵쾅페미반이겠지 ㅋㅋㅋㅋ,75 %,부정,"['제목', '영어토익반이', '아니', '쿵쾅페미반이겠지', 'ㅋㅋ']"
영화 평점 알바가 존재한다고 말로만 들었건만...킬링타임용 등급 상중하중에서도 중 정도 됩니다. 올해 영화가 그리 볼게 없었나...에휴..,99 %,부정,"['영화', '평점', '알바', '존재한다고', '말로만', '들었건만...킬링타임용', '등급', '상중하중에서도', '중', '정도', '됩니다.', '올해', '영화', '그리', '볼게', '없었']"
어쩐지 평점 말이 안된다 했다. 7점이 적당합니다. 그냥저냥 평범한 영화에요. 너무 기대 말고 보세요. 조연 분들 연기가 눈에 띄었습니다.,94 %,부정,"['어쩐지', '평점', '말이', '안된다', '했다.', '7점이', '적당합니다.', '그냥', '평범한', '영화', '너무', '기대', '말고', '보세요', '조연', '분들', '연기', '눈에', '띄었습니다.']"
배우들 이거 보면서 창피하다거나 그러지 않았을까,90 %,부정,"['배우', '이거', '보면서', '창피하다거나', '그러지', '않았']"
알바들한테 낚였네요 ㅠㅠ,99 %,부정,"['알바', '낚였네요', 'ㅠㅠ']"
주인공 셋이 밤 새다 깼는데 여자들이 다 모여 연대할 때의 전율이란... 소름이 쫘악 돋았음,97 %,긍정,"['주인공', '셋이', '밤', '새다', '깼는데', '여자', '다', '모여', '연대할', '때의', '전율이란...', '소름이', '쫘악', '돋았음']"
"가볍게 보고 오기 좋았어요 내용도 너무 무겁게 흘러가지도,가볍게 흘러가지도 않고~ 요즘 코로나 시국 때문에 우중충한데 기분좋게 봤어요",98 %,긍정,"['가볍', '보고', '오기', '좋았어요', '내용', '너무', '무겁게', '흘러가지도,가볍게', '흘러가지도', '않고', '요즘', '코로나', '시국', '때문에', '우중충한데', '기분', '봤어요']"
개멋져...영화 오랜만에 봤는데 너무 만족해요ㅠㅠ,99 %,긍정,"['개멋져...영화', '오랜만에', '봤는데', '너무', '만족해요ㅠㅠ']"
웃고 울고 ㅋㅋ 잼나게잘봣어요,99 %,긍정,"['웃고', '울고', 'ㅋㅋ', '잼나게잘봣어요']"
장례식장에서 울때 저도 같이 울었어요ㅜ 영화 너무 재밌어요 또 보라고 해도 또 볼거같아요 진짜 너무 재밌어요!!! 배우분들도 너무 조았어요,99 %,긍정,"['장례식장에서', '울때', '저도', '같이', '울었어요ㅜ', '영화', '너무', '재밌', '또', '보라고', '해도', '또', '볼거같아요', '진짜', '너무', '재밌', '배우', '너무', '조았어요']"
배우들 연기가 좋아서 재밌게 감상할 수 있었던ㅋㅋㅋ,83 %,긍정,"['배우', '연기', '좋아', '재밌', '감상할', '수', '있었']"
진짜 개꿀잼!! 꼭 보세요!! 고아성 매력 쩔어요 ㅋ,92 %,긍정,"['진짜', '개꿀잼!!', '꼭', '보세요', '고아성', '매력', '쩔어요', 'ㅋ']"
대박 요즘 영화들 그렇게 재밌다 못느꼈는데 넘 재밌어요 두번 볼겁니다 다들 연기도 잘하고 잼써요 코로롱 때문에 시기가 아쉬울뿐...,99 %,긍정,"['대박', '요즘', '영화', '그렇게', '재밌', '못느꼈는데', '넘', '재밌', '두번', '볼겁니다', '다들', '연기', '잘하', '잼써요', '코로', '때문에', '시기가', '아쉬울뿐...']"
이솜 고아성 박혜수 ..대박 ㅠㅠ 이솜 너무 멋있음??,92 %,긍정,"['이솜', '고아성', '박혜수', '..', 'ㅠㅠ', '이솜', '너무', '멋있']"
영화가 너무 귀엽잖아!! ㅋㅋㅋ,77 %,긍정,"['영화', '너무', '귀엽잖아!!', 'ㅋㅋ']"
오랜만에 보고나서도 여운이 오래가는 영화,99 %,긍정,"['오랜만에', '보고', '여운이', '오래가는', '영화']"
세 친구의 우정과 용기 인상싶었습니다,97 %,긍정,"['세', '친구의', '우정과', '용기', '인상싶었습니다']"
은근 긴장감도 있고 유쾌하고 감동적이고 다 해..,99 %,긍정,"['은근', '긴장감도', '있고', '유쾌하', '감동', '다', '해..']"
재밌었다 시간가는줄 모르고 봤다,99 %,긍정,"['재밌', '시간', '모르', '봤다']"
모처럼 재밌게 본 영화! 주위 사람들에게 꼭 추천할게요!,99 %,긍정,"['모처럼', '재밌', '본', '영화', '주위', '사람들', '꼭', '추천']"
내 인생 최고의 ㅆㄹㄱ영화,74 %,긍정,"['내', '인생', '최고', 'ㅆㄹㄱ영화']"
엄청 큰 재미는 모르겠는데 볼만함..,82 %,긍정,"['엄청', '큰', '재미', '모르겠', '볼만']"
이해할 수가 없네요. 제2의 클레멘타인도 아니고...올해 최악의 영화입니다.,99 %,부정,"['이해', '수가', '없네요.', '제2의', '클레멘타인도', '아니', '최악의', '영화']"
재밌네요~~ 넘버원! 1점 드립니다!^^,82 %,긍정,"['재밌', '넘버원!', '1점', '드립니다!^^']"
연출은 괜찮다. 그런데 이런 영화를 극찬하는 꼴이라니... 우리나라 수준이 너무 낮다. 비추 누르는 분들 성찰좀 해보시길. 과연 명작인가? 반문해보시길.,95 %,긍정,"['연출', '괜찮', '그런', '이런', '영화', '극찬하는', '꼴이라니...', '우리', '수준이', '너무', '낮다.', '비추', '누르는', '분들', '성찰좀', '해보시길.', '과연', '명작인가?', '반문해보시길.']"
역대최악의 영화..고졸 여직원이 회사 생활하면서 겪게되는 진급 누락으로 인해 노력하는 영화인 줄 알았음. 결과로 승승장구하고..근데 이건 뭐 영화제목이랑 다르게 당시 말단직원이 회사 비리를 파해친다는 건데 와 무슨 ...,98 %,부정,"['역대최악의', '영화', '여직원이', '회사', '생활하면서', '겪게되는', '진급', '누락으로', '인해', '노력하는', '영화', '줄', '알았음.', '결과로', '승승장구하고..근데', '이건', '뭐', '영화', '다르게', '당시', '말단직원이', '회사', '비리를', '파해친다는', '건데', '와', '무슨', '..']"
페미니즘은 여성우월주의죠,98 %,부정,"['페미', '여성']"
SAMJIN COMPANY ENGLISH CLASS,75 %,긍정,"['SAMJIN', 'COMPANY', 'ENGLISH', 'CLASS']"
일단 한국영화에 여자들이 주인공으로 나온 거 자체가 의의가 있다고 생각했구요 보면서 z세대인 저는 아 예전에 저랬구나 하는 성불평등적인 요소가 드러나 있어서 사실인지 아닌진 모르겠지만 무튼 공감하면서 봐서 열나고 감...,62 %,긍정,"['일단', '한국영화', '여자', '주인공', '나온', '거', '자체가', '의의가', '있다고', '생각', '보면서', 'z세대인', '저는', '아', '예전에', '저랬구나', '하는', '성불평등적인', '요소가', '드러나', '있어', '사실인지', '아닌', '모르겠', '무튼', '공감', '봐서', '열나고', '감...']"
